sentiment,text,positive,negative
neg,"contains a few big laughs but many more that graze the funny bone or miss it altogether , in part because the consciously dumbed-down approach wears thin .",8,3
neg,"slow , dry , poorly cast , but beautifully shot .",0,4
neg,these characters become wearisome .,1,0
neg,this is the case of a pregnant premise being wasted by a script that takes few chances and manages to insult the intelligence of everyone in the audience .,4,4
pos,"[hayek] throws herself into this dream hispanic role with a teeth-clenching gusto , she strikes a potent chemistry with molina and she gradually makes us believe she is kahlo .",8,4
pos,ford deserves to be remembered at oscar time for crafting this wonderful portrait of a conflicted soldier .,4,2
neg,"though this rude and crude film does deliver a few gut-busting laughs , its digs at modern society are all things we've seen before .",3,4
neg,"it's hard to say who might enjoy this , are there tolstoy groupies out there ? it's dark and tragic , and lets the business of the greedy talent agents get in the way of saying something meaningful about facing deat",6,4
pos,"you wouldn't want to live waydowntown , but it is a hilarious place to visit .",3,0
neg,"as if drop dead gorgeous wasn't enough , this equally derisive clunker is fixated on the spectacle of small-town competition .",4,4
pos,part of the charm of satin rouge is that it avoids the obvious with humour and lightness .,6,3
pos,hoffman's performance is authentic to the core of his being .,2,0
pos,craig bartlett and director tuck tucker should be commended for illustrating the merits of fighting hard for something that really matters .,6,4
pos,"the search for redemption makes for a touching love story , mainly because blanchett and ribisi compellingly tap into a spiritual aspect of their characters' suffering .",5,3
pos,a budget affair that exposes the generally sad existence of the bedouins while providing a precious twinkle of insight into their lives .,6,4
neg,there's plenty of style in guillermo del toro's sequel to the 1998 hit but why do we need 117 minutes to tell a tale that simply can't sustain more than 90 minutes .,4,3
neg,[p]artnering murphy with robert de niro for the tv-cops comedy showtime would seem to be surefire casting . the catch is that they're stuck with a script that prevents them from firing on all cylinders .,6,4
pos,"not the kind of film that will appeal to a mainstream american audience , but there is a certain charm about the film that makes it a suitable entry into the fest circuit .",7,2
neg,"all of the elements are in place for a great film noir , but director george hickenlooper's approach to the material is too upbeat .",6,0
neg,"a film of empty , fetishistic violence in which murder is casual and fun .",2,4
neg,"outer-space buffs might love this film , but others will find its pleasures intermittent .",5,1
pos,a french film with a more down-home flavor .,2,0
pos,"ultimately too repellent to fully endear itself to american art house audiences , but it is notable for its stylistic austerity and forcefulness .",7,1
neg,"this is a fragmented film , once a good idea that was followed by the bad idea to turn it into a movie .",3,1
neg,"it's mildly interesting to ponder the peculiar american style of justice that plays out here , but it's so muddled and derivative that few will bother thinking it all through .",8,5
neg,aggressive self-glorification and a manipulative whitewash . stay for the credits and see a devastating comic impersonation by dustin hoffman that is revelatory .,3,5
neg,a negligible british comedy .,1,1
pos,"it does give a taste of the burning man ethos , an appealing blend of counter-cultural idealism and hedonistic creativity .",3,3
pos," . . . a solid , well-formed satire .",2,0
neg,"with generic sets and b-grade special effects , jason is about as convincing on the sci-fi front as tv's defunct cleopatra 2525 .",4,2
neg,"to build a feel-good fantasy around a vain dictator-madman is off-putting , to say the least , not to mention inappropriate and wildly undeserved .",3,4
neg,[a] mess .,0,1
neg,mib ii is a movie that makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and/or restroom and not feel as if he or she has missed anything . that's because relatively nothing happens .,6,5
pos,thoroughly enjoyable .,1,0
pos,"what i saw , i enjoyed .",1,2
neg,"earnest but earthbound . . . a slow , soggy , soporific , visually dank crime melodrama/character study that would be more at home on the small screen but for its stellar cast .",5,7
pos,"an exhilarating futuristic thriller-noir , minority report twists the best of technology around a gripping story , delivering a riveting , pulse intensifying escapist adventure of the first orde",9,3
neg,"the plot combines the blues brothers and almost famous ( but with bears , and a g rating ) , with an excruciating dollop of disney sentimentality mixed in for good measure .",9,3
pos,"nettelbeck has crafted an engaging fantasy of flavours and emotions , one part romance novel , one part recipe book .",9,0
pos,"it suggests the wide-ranging effects of media manipulation , from the kind of reporting that is done by the supposedly liberal media . . . to the intimate and ultimately tragic heartache of maverick individuals like hatfield and hicks .",7,6
pos,"it has the courage to wonder about big questions with sincerity and devotion . it risks seeming slow and pretentious , because it thinks the gamble is worth the promise .",8,5
neg,the best that can be said about the work here of scottish director ritchie . . . is that he obviously doesn't have his heart in it .,5,1
neg,the master of disguise represents adam sandler's latest attempt to dumb down the universe .,3,4
neg,"it's drained of life in an attempt to be sober and educational , and yet it's so devoid of realism that its lack of whistles and bells just makes it obnoxious and stiff .",6,5
neg,"the adventure doesn't contain half the excitement of balto , or quarter the fun of toy story 2 .",4,1
pos,"a generation x artifact , capturing a brief era of insanity in the sports arena that surely cannot last .",3,3
pos,"the film just might turn on many people to opera , in general , an art form at once visceral and spiritual , wonderfully vulgar and sublimely lofty -- and as emotionally grand as life .",10,2
pos,this version does justice both to stevenson and to the sci-fi genre .,2,1
